"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"09.06.2023","1,0747","1,0782","1,0786","1,0742","","-0,32%"
"08.06.2023","1,0781","1,0699","1,0788","1,0696","","0,79%"
"07.06.2023","1,0697","1,0695","1,0740","1,0668","","0,06%"
"06.06.2023","1,0691","1,0714","1,0733","1,0667","","-0,20%"
"05.06.2023","1,0712","1,0712","1,0724","1,0674","","0,06%"
"02.06.2023","1,0706","1,0762","1,0780","1,0704","","-0,51%"
"01.06.2023","1,0761","1,0690","1,0769","1,0661","","0,68%"
"31.05.2023","1,0688","1,0736","1,0737","1,0634","","-0,42%"
"30.05.2023","1,0733","1,0707","1,0747","1,0672","","0,26%"
"29.05.2023","1,0705","1,0726","1,0745","1,0705","","-0,18%"
"26.05.2023","1,0724","1,0722","1,0760","1,0701","","0,05%"
"25.05.2023","1,0719","1,0750","1,0757","1,0707","","-0,27%"
"24.05.2023","1,0748","1,0775","1,0802","1,0747","","-0,19%"
"23.05.2023","1,0768","1,0812","1,0821","1,0760","","-0,40%"
"22.05.2023","1,0811","1,0814","1,0832","1,0795","","0,08%"
"19.05.2023","1,0802","1,0771","1,0829","1,0760","","0,31%"
"18.05.2023","1,0769","1,0840","1,0848","1,0762","","-0,65%"
"17.05.2023","1,0839","1,0862","1,0875","1,0810","","-0,20%"
"16.05.2023","1,0861","1,0874","1,0905","1,0855","","-0,10%"
"15.05.2023","1,0872","1,0856","1,0891","1,0845","","0,22%"
"12.05.2023","1,0848","1,0916","1,0936","1,0848","","-0,60%"
"11.05.2023","1,0914","1,0981","1,0999","1,0899","","-0,60%"
"10.05.2023","1,0980","1,0961","1,1007","1,0941","","0,18%"
"09.05.2023","1,0960","1,1006","1,1006","1,0941","","-0,40%"
"08.05.2023","1,1004","1,1033","1,1055","1,0999","","-0,12%"
"05.05.2023","1,1017","1,1012","1,1049","1,0967","","0,05%"
"04.05.2023","1,1011","1,1060","1,1092","1,0985","","-0,43%"
"03.05.2023","1,1059","1,0999","1,1092","1,0999","","0,55%"
"02.05.2023","1,0999","1,0973","1,1009","1,0941","","0,22%"
"01.05.2023","1,0975","1,1035","1,1038","1,0963","","-0,41%"
"28.04.2023","1,1020","1,1028","1,1046","1,0962","","-0,06%"
"27.04.2023","1,1027","1,1042","1,1064","1,0992","","-0,12%"
